"venue_id","venue_name","venue_address","venue_city","venue_state","venue_country","venue_postal_code","venue_latitude","venue_longitude","seatmap_url","parking_info","current_date"
"KovZpZAE7dtA","Colonial Life Arena","801 Lincoln St.","Columbia","SC","US","29208","33.9942619","-81.036104","https://mapsapi.tmol.io/maps/geometry/3/event/2D0060FEC1C8998E/staticImage?type=png&systemId=HOST","There are many parking options in the arena area throughout USC, City of Columbia and The Vista areas. Here is a link to some of the City of Columbia/Vista options in the area: https://parking.columbiasc.gov/downtown-parking-map/. Prices and accepted payment methods are determined by lot owners/operators and can change without notice. We suggest you bring cash and credit/debit card to be best prepared to pay when you arrive. The Colonial Life Arena does not own/operate parking lots/garages. Accessible parking is available. Please look for signage or ask an attendant for availability. In order to park in the spaces reserved for disabled guests, the vehicle must have a state issued handicapped window pass, sticker, or license plate. Guests may drop off a disabled patron near the Colonial Life Arena and park their car in one of the nearby lots. We recommend you arrive early, as the venue is located on campus which is in the city and traffic can often be very heavy in the area.","2024-10-22"
"KovZpZAJ67eA","American Airlines Center","2500 Victory Avenue","Dallas","TX","US","75219","32.79067196","-96.81081803","https://mapsapi.tmol.io/maps/geometry/3/event/0C006116D6E1413D/staticImage?type=png&systemId=HOST","Parking is located on site and the charges are: Blue Parking: $25-35 Comerica Garage: $25-35 The Lexus Garage: $25-35 Gold Garage: $65-99 (when available) Orange Lot: $35-$60 (when available) D Garage: $25-35 (when available). Parking passes may be purchased in advance at Ticketmaster.com, through ParkWhiz at ParkWhiz.com, or at the American Airlines Center website: AmericanAirlinesCenter.com. Limited availability is sold at the venue Box Office. If guests have not pre-purchased parking, some lots may be available to purchase upon arrival. All parking transactions are credit card and debit card only.","2024-10-22"
"KovZ917ALP3","The Forge","22 W. Cass St.","Joliet","IL","US","60432","41.52768","-88.08213","https://mapsapi.tmol.io/maps/geometry/3/event/07006138A162377D/staticImage?type=png&systemId=HOST",,"2024-10-22"
"KovZ917AJxJ","The Grand (Boston)","58 Seaport Blvd #300","Boston","MA","US","02210","42.35330048","-71.04747991","https://mapsapi.tmol.io/maps/geometry/3/event/01006141B30F3917/staticImage?type=png&systemId=HOST",,"2024-10-22"
"KovZpZAEAA1A","House of Blues Cleveland","308 Euclid Avenue","Cleveland","OH","US","44114","41.49949386","-81.6910261","https://mapsapi.tmol.io/maps/geometry/3/event/0500610222E2C9FF/staticImage?type=png&systemId=HOST","Valet service is offered to guests of The East 4th Street. Valet drops off is on the corner of Prospect Avenue and East 4th Street. Multiple surface lots and parking garages are available throughout the city. Additionally, House of Blues Cleveland has partnered with ParkWhiz to offer other easy, reliable options. Copy link to book parking https://www.parkwhiz.com/house-of-blues-cleveland-parking-1/?utm_medium=LiveNation&utm_source=1269&utm_campaign=Web_LN_ParkingPage_VenueLink","2024-10-22"
"KovZ917AOzm","The Masquerade - Purgatory","92 Pryor Street SW","Atlanta","GA","US","30303","33.75184","-84.389887",,"There are several parking decks and surface lots in the area ranging from $5-$15. Closest parking is located at 75 Martin Luther King Jr. Dr, SW, Atlanta, GA 30303.","2024-10-22"
"KovZpZAIIvEA","The Underground","820 Hamilton St","Charlotte","NC","US","28206","35.240299","-80.845314","https://mapsapi.tmol.io/maps/geometry/3/event/2D0060A8BFC373B1/staticImage?type=png&systemId=HOST","Parking is located in the Parking Deck across the street from the venue, or in the adjacent surface lot. Pricing varies by event.","2024-10-22"
"KovZpZA6kelA","Nationwide Arena","200 West Nationwide Blvd.","Columbus","OH","US","43215","39.96939661","-83.00636203","https://mapsapi.tmol.io/maps/geometry/3/event/050060D49EC36903/staticImage?type=png&systemId=HOST","There are more than 15,000 parking spaces available within a 10-minute walk of Nationwide Arena, including surface lots and parking garages. To purchase advanced parking, go to https://arenadistrict.parkmobile.io/.","2024-10-22"
"KovZpZAE6k1A","House of Blues Houston","1204 Caroline Street","Houston","TX","US","77002","29.75377797","-95.36381697","https://mapsapi.tmol.io/maps/geometry/3/event/3A006106C2EE28EE/staticImage?type=png&systemId=HOST","Greenstreet Parking Garage on Polk/Main","2024-10-22"
"KovZpZAJAJAA","Smoothie King Center","1501 Dave Dixon Drive","New Orleans","LA","US","70113","29.9489653","-90.079688","https://mapsapi.tmol.io/maps/geometry/3/event/1B0061100B789F2E/staticImage?type=png&systemId=HOST","Parking is available in the Superdome and nearby parking garages. Charges vary. Superdome Parking Info: (504) 587-3805","2024-10-22"
"KovZpZAFdJnA","Byline Bank Aragon Ballroom","1106 W Lawrence","Chicago","IL","US","60640","41.96941873","-87.65797212","https://mapsapi.tmol.io/maps/geometry/3/event/0400610FF91B3940/staticImage?type=png&systemId=HOST","There are three parking lots located on Lawrence Ave. within a half block of the Byline Bank Aragon Ballroom. The parking lots cost $30 to park, unless otherwise noted as metered parking. Payment for these parking lots is cash only. They will be open two hours before the event. Street parking is very limited in the surrounding neighborhood.","2024-10-22"
"KovZpZAJJtIA","Payne Arena","2600 N. 10th Street (Hwy 336)","Hidalgo","TX","US","78557","26.1201178","-98.2443992","https://mapsapi.tmol.io/maps/geometry/3/event/3A0060FDF72B6F07/staticImage?type=png&systemId=HOST",,"2024-10-22"
